[2026-01-28 13:36:35][INFO] 日志文件创建于: /data/sda/zjc/comsol_pinn/logs/M04b/exp06/train_20260128_133635_gpu1_pid3368715.log
[2026-01-28 13:36:35][INFO] 进程 PID: 3368715
[2026-01-28 13:36:35][INFO] ========== PINN 训练开始 ==========
[2026-01-28 13:36:35][INFO] 物理项权重 λ_pde = 1.0
[2026-01-28 13:36:35][INFO] 使用设备: cuda
[2026-01-28 13:36:35][INFO] 训练参数: {'lambda_pde': 1.0, 'epochs': 120, 'lr': 0.005, 'batch_cases': 1, 'use_pde_anneal': True, 'pde_anneal_gamma': 0.01, 'pde_lambda_min': 0.0, 'use_soft_mask': False, 'mask_alpha': 40.0, 'mask_temp_ratio': 0.7, 'points_per_case': 320000, 'device': 'cuda', 'num_workers': 8, 'log_dir': 'logs/M04b/exp06', 'ckpt_dir': 'checkpoints/M04b/exp6'}
[2026-01-28 13:36:35][INFO] 数据集大小: 141 cases
[2026-01-28 13:36:35][INFO] 每 case 采样点数: 320000
[2026-01-28 13:36:36][INFO] 模型结构:
SimplePINN(
  (net): Sequential(
    (0): Linear(in_features=7, out_features=128, bias=True)
    (1): SiLU()
    (2): Linear(in_features=128, out_features=128, bias=True)
    (3): SiLU()
    (4): Linear(in_features=128, out_features=1, bias=True)
  )
)
[2026-01-28 13:36:36][INFO] 优化器: AdamW, 初始 lr=0.005, 调度策略: ReduceLROnPlateau(factor=0.5, patience=6)
[2026-01-28 13:39:13][INFO] [Epoch 001] Loss=0.133754 | PDE=0.000687 | λ_pde=1.000e+00 | LR=5.00e-03
[2026-01-28 15:41:11][INFO] [Epoch 048] Loss=0.073661 | PDE=0.001944 | λ_pde=6.250e-01 | LR=2.50e-03
[2026-01-28 15:43:46][INFO] [Epoch 049] Loss=0.075129 | PDE=0.002983 | λ_pde=6.188e-01 | LR=2.50e-03
[2026-01-28 15:46:20][INFO] [Epoch 050] Loss=0.073144 | PDE=0.000976 | λ_pde=6.126e-01 | LR=2.50e-03
[2026-01-28 15:48:57][INFO] [Epoch 051] Loss=0.073813 | PDE=0.001234 | λ_pde=6.065e-01 | LR=2.50e-03
[2026-01-28 15:51:34][INFO] [Epoch 052] Loss=0.073145 | PDE=0.001497 | λ_pde=6.005e-01 | LR=2.50e-03
[2026-01-28 15:54:11][INFO] [Epoch 053] Loss=0.075023 | PDE=0.003527 | λ_pde=5.945e-01 | LR=2.50e-03
[2026-01-28 15:56:49][INFO] [Epoch 054] Loss=0.072609 | PDE=0.000882 | λ_pde=5.886e-01 | LR=1.25e-03
[2026-01-28 15:59:25][INFO] [Epoch 055] Loss=0.072341 | PDE=0.000797 | λ_pde=5.827e-01 | LR=1.25e-03
[2026-01-28 16:02:00][INFO] [Epoch 056] Loss=0.072237 | PDE=0.000818 | λ_pde=5.769e-01 | LR=1.25e-03
[2026-01-28 16:04:32][INFO] [Epoch 057] Loss=0.072170 | PDE=0.000845 | λ_pde=5.712e-01 | LR=1.25e-03
[2026-01-28 16:07:09][INFO] [Epoch 058] Loss=0.072196 | PDE=0.000845 | λ_pde=5.655e-01 | LR=1.25e-03
[2026-01-28 16:09:45][INFO] [Epoch 059] Loss=0.072114 | PDE=0.000918 | λ_pde=5.599e-01 | LR=1.25e-03
[2026-01-28 16:12:20][INFO] [Epoch 060] Loss=0.072214 | PDE=0.000910 | λ_pde=5.543e-01 | LR=1.25e-03
[2026-01-28 16:14:53][INFO] [Epoch 061] Loss=0.071967 | PDE=0.000928 | λ_pde=5.488e-01 | LR=1.25e-03
[2026-01-28 16:17:29][INFO] [Epoch 062] Loss=0.072273 | PDE=0.000944 | λ_pde=5.434e-01 | LR=1.25e-03
[2026-01-28 16:19:59][INFO] [Epoch 063] Loss=0.072233 | PDE=0.001329 | λ_pde=5.379e-01 | LR=1.25e-03
[2026-01-28 16:22:38][INFO] [Epoch 064] Loss=0.072921 | PDE=0.002506 | λ_pde=5.326e-01 | LR=1.25e-03
[2026-01-28 16:25:15][INFO] [Epoch 065] Loss=0.071758 | PDE=0.000912 | λ_pde=5.273e-01 | LR=1.25e-03
[2026-01-28 16:27:49][INFO] [Epoch 066] Loss=0.071680 | PDE=0.000895 | λ_pde=5.220e-01 | LR=1.25e-03
[2026-01-28 16:30:25][INFO] [Epoch 067] Loss=0.071708 | PDE=0.000923 | λ_pde=5.169e-01 | LR=1.25e-03
[2026-01-28 16:33:01][INFO] [Epoch 068] Loss=0.071690 | PDE=0.001214 | λ_pde=5.117e-01 | LR=1.25e-03
[2026-01-28 16:35:36][INFO] [Epoch 069] Loss=0.071606 | PDE=0.001147 | λ_pde=5.066e-01 | LR=1.25e-03
[2026-01-28 16:38:11][INFO] [Epoch 070] Loss=0.071372 | PDE=0.000923 | λ_pde=5.016e-01 | LR=1.25e-03
[2026-01-28 16:40:46][INFO] [Epoch 071] Loss=0.071821 | PDE=0.001576 | λ_pde=4.966e-01 | LR=1.25e-03
[2026-01-28 16:43:24][INFO] [Epoch 072] Loss=0.072012 | PDE=0.002029 | λ_pde=4.916e-01 | LR=1.25e-03
[2026-01-28 16:46:00][INFO] [Epoch 073] Loss=0.071186 | PDE=0.000852 | λ_pde=4.868e-01 | LR=1.25e-03
[2026-01-28 16:48:35][INFO] [Epoch 074] Loss=0.071262 | PDE=0.000930 | λ_pde=4.819e-01 | LR=1.25e-03
[2026-01-28 16:51:09][INFO] [Epoch 075] Loss=0.071528 | PDE=0.001458 | λ_pde=4.771e-01 | LR=1.25e-03
[2026-01-28 16:53:45][INFO] [Epoch 076] Loss=0.071320 | PDE=0.000952 | λ_pde=4.724e-01 | LR=1.25e-03
[2026-01-28 16:56:21][INFO] [Epoch 077] Loss=0.071248 | PDE=0.001184 | λ_pde=4.677e-01 | LR=1.25e-03
[2026-01-28 16:58:56][INFO] [Epoch 078] Loss=0.071521 | PDE=0.001814 | λ_pde=4.630e-01 | LR=1.25e-03
[2026-01-28 17:01:30][INFO] [Epoch 079] Loss=0.071605 | PDE=0.001727 | λ_pde=4.584e-01 | LR=1.25e-03
[2026-01-28 17:04:07][INFO] [Epoch 080] Loss=0.071191 | PDE=0.001246 | λ_pde=4.538e-01 | LR=1.25e-03
[2026-01-28 17:06:42][INFO] [Epoch 081] Loss=0.070817 | PDE=0.000858 | λ_pde=4.493e-01 | LR=6.25e-04
[2026-01-28 17:09:21][INFO] [Epoch 082] Loss=0.070852 | PDE=0.000807 | λ_pde=4.449e-01 | LR=6.25e-04
[2026-01-28 17:11:57][INFO] [Epoch 083] Loss=0.070699 | PDE=0.000831 | λ_pde=4.404e-01 | LR=6.25e-04
[2026-01-28 17:14:28][INFO] [Epoch 084] Loss=0.070684 | PDE=0.000865 | λ_pde=4.360e-01 | LR=6.25e-04
[2026-01-28 17:17:04][INFO] [Epoch 085] Loss=0.070733 | PDE=0.000850 | λ_pde=4.317e-01 | LR=6.25e-04
[2026-01-28 17:19:40][INFO] [Epoch 086] Loss=0.070632 | PDE=0.000874 | λ_pde=4.274e-01 | LR=6.25e-04
[2026-01-28 17:22:17][INFO] [Epoch 087] Loss=0.070580 | PDE=0.000895 | λ_pde=4.232e-01 | LR=6.25e-04
[2026-01-28 17:24:53][INFO] [Epoch 088] Loss=0.070717 | PDE=0.000938 | λ_pde=4.190e-01 | LR=6.25e-04
[2026-01-28 17:27:30][INFO] [Epoch 089] Loss=0.070539 | PDE=0.000947 | λ_pde=4.148e-01 | LR=6.25e-04
[2026-01-28 17:30:06][INFO] [Epoch 090] Loss=0.070522 | PDE=0.000965 | λ_pde=4.107e-01 | LR=6.25e-04
[2026-01-28 17:32:42][INFO] [Epoch 091] Loss=0.070513 | PDE=0.000990 | λ_pde=4.066e-01 | LR=6.25e-04
[2026-01-28 17:35:16][INFO] [Epoch 092] Loss=0.070600 | PDE=0.001035 | λ_pde=4.025e-01 | LR=6.25e-04
[2026-01-28 17:37:54][INFO] [Epoch 093] Loss=0.070572 | PDE=0.001095 | λ_pde=3.985e-01 | LR=6.25e-04
[2026-01-28 17:40:30][INFO] [Epoch 094] Loss=0.070558 | PDE=0.001386 | λ_pde=3.946e-01 | LR=6.25e-04
[2026-01-28 17:43:04][INFO] [Epoch 095] Loss=0.070899 | PDE=0.002239 | λ_pde=3.906e-01 | LR=6.25e-04
[2026-01-28 17:45:38][INFO] [Epoch 096] Loss=0.070537 | PDE=0.001108 | λ_pde=3.867e-01 | LR=6.25e-04
[2026-01-28 17:48:10][INFO] [Epoch 097] Loss=0.070363 | PDE=0.001088 | λ_pde=3.829e-01 | LR=6.25e-04
[2026-01-28 17:50:49][INFO] [Epoch 098] Loss=0.070379 | PDE=0.001146 | λ_pde=3.791e-01 | LR=6.25e-04
[2026-01-28 17:53:24][INFO] [Epoch 099] Loss=0.070363 | PDE=0.001134 | λ_pde=3.753e-01 | LR=6.25e-04
[2026-01-28 17:55:56][INFO] [Epoch 100] Loss=0.070343 | PDE=0.001152 | λ_pde=3.716e-01 | LR=6.25e-04
[2026-01-28 17:58:31][INFO] [Epoch 101] Loss=0.070368 | PDE=0.001171 | λ_pde=3.679e-01 | LR=6.25e-04
[2026-01-28 18:01:05][INFO] [Epoch 102] Loss=0.070340 | PDE=0.001249 | λ_pde=3.642e-01 | LR=6.25e-04
[2026-01-28 18:03:38][INFO] [Epoch 103] Loss=0.070240 | PDE=0.001240 | λ_pde=3.606e-01 | LR=6.25e-04
[2026-01-28 18:06:09][INFO] [Epoch 104] Loss=0.070296 | PDE=0.001316 | λ_pde=3.570e-01 | LR=6.25e-04
[2026-01-28 18:08:44][INFO] [Epoch 105] Loss=0.070368 | PDE=0.001545 | λ_pde=3.535e-01 | LR=6.25e-04
[2026-01-28 18:11:21][INFO] [Epoch 106] Loss=0.070377 | PDE=0.001587 | λ_pde=3.499e-01 | LR=6.25e-04
[2026-01-28 18:13:59][INFO] [Epoch 107] Loss=0.070216 | PDE=0.001444 | λ_pde=3.465e-01 | LR=6.25e-04
[2026-01-28 18:16:36][INFO] [Epoch 108] Loss=0.070187 | PDE=0.001347 | λ_pde=3.430e-01 | LR=6.25e-04
[2026-01-28 18:19:12][INFO] [Epoch 109] Loss=0.070203 | PDE=0.001407 | λ_pde=3.396e-01 | LR=6.25e-04
[2026-01-28 18:21:49][INFO] [Epoch 110] Loss=0.070270 | PDE=0.001580 | λ_pde=3.362e-01 | LR=6.25e-04
[2026-01-28 18:24:27][INFO] [Epoch 111] Loss=0.070226 | PDE=0.001528 | λ_pde=3.329e-01 | LR=6.25e-04
[2026-01-28 18:27:02][INFO] [Epoch 112] Loss=0.070134 | PDE=0.001400 | λ_pde=3.296e-01 | LR=6.25e-04
[2026-01-28 18:29:34][INFO] [Epoch 113] Loss=0.070233 | PDE=0.001557 | λ_pde=3.263e-01 | LR=6.25e-04
[2026-01-28 18:32:11][INFO] [Epoch 114] Loss=0.070187 | PDE=0.001492 | λ_pde=3.230e-01 | LR=6.25e-04
[2026-01-28 18:34:46][INFO] [Epoch 115] Loss=0.070145 | PDE=0.001714 | λ_pde=3.198e-01 | LR=6.25e-04
[2026-01-28 18:37:21][INFO] [Epoch 116] Loss=0.070133 | PDE=0.001565 | λ_pde=3.166e-01 | LR=6.25e-04
[2026-01-28 18:39:58][INFO] [Epoch 117] Loss=0.070041 | PDE=0.001501 | λ_pde=3.135e-01 | LR=6.25e-04
[2026-01-28 18:42:33][INFO] [Epoch 118] Loss=0.070081 | PDE=0.001740 | λ_pde=3.104e-01 | LR=6.25e-04
[2026-01-28 18:45:09][INFO] [Epoch 119] Loss=0.070148 | PDE=0.001769 | λ_pde=3.073e-01 | LR=6.25e-04
[2026-01-28 18:47:41][INFO] [Epoch 120] Loss=0.070054 | PDE=0.001721 | λ_pde=3.042e-01 | LR=6.25e-04
[2026-01-28 18:47:41][INFO] 训练结束，模型已保存至: /data/sda/zjc/comsol_pinn/checkpoints/M04b/exp6/M04b_pinn.pt
[2026-01-28 18:47:41][INFO] ========== 训练结束 ==========
