[2026-01-28 13:36:35][INFO] 日志文件创建于: /data/sda/zjc/comsol_pinn/logs/M04b/exp04/train_20260128_133635_gpu4_pid3368701.log
[2026-01-28 13:36:35][INFO] 进程 PID: 3368701
[2026-01-28 13:36:35][INFO] ========== PINN 训练开始 ==========
[2026-01-28 13:36:35][INFO] 物理项权重 λ_pde = 2.0
[2026-01-28 13:36:35][INFO] 使用设备: cuda
[2026-01-28 13:36:35][INFO] 训练参数: {'lambda_pde': 2.0, 'epochs': 120, 'lr': 0.005, 'batch_cases': 1, 'use_pde_anneal': True, 'pde_anneal_gamma': 0.03, 'pde_lambda_min': 0.0, 'use_soft_mask': False, 'mask_alpha': 40.0, 'mask_temp_ratio': 0.7, 'points_per_case': 320000, 'device': 'cuda', 'num_workers': 8, 'log_dir': 'logs/M04b/exp04', 'ckpt_dir': 'checkpoints/M04b/exp04'}
[2026-01-28 13:36:35][INFO] 数据集大小: 141 cases
[2026-01-28 13:36:35][INFO] 每 case 采样点数: 320000
[2026-01-28 13:36:36][INFO] 模型结构:
SimplePINN(
  (net): Sequential(
    (0): Linear(in_features=7, out_features=128, bias=True)
    (1): SiLU()
    (2): Linear(in_features=128, out_features=128, bias=True)
    (3): SiLU()
    (4): Linear(in_features=128, out_features=1, bias=True)
  )
)
[2026-01-28 13:36:36][INFO] 优化器: AdamW, 初始 lr=0.005, 调度策略: ReduceLROnPlateau(factor=0.5, patience=6)
[2026-01-28 13:39:13][INFO] [Epoch 001] Loss=0.148188 | PDE=0.000284 | λ_pde=2.000e+00 | LR=5.00e-03
[2026-01-28 14:10:19][INFO] [Epoch 013] Loss=0.083711 | PDE=0.002383 | λ_pde=1.395e+00 | LR=5.00e-03
[2026-01-28 14:12:54][INFO] [Epoch 014] Loss=0.078894 | PDE=0.000765 | λ_pde=1.354e+00 | LR=5.00e-03
[2026-01-28 14:15:32][INFO] [Epoch 015] Loss=0.091660 | PDE=0.006934 | λ_pde=1.314e+00 | LR=5.00e-03
[2026-01-28 14:18:09][INFO] [Epoch 016] Loss=0.080390 | PDE=0.001419 | λ_pde=1.275e+00 | LR=5.00e-03
[2026-01-28 14:20:43][INFO] [Epoch 017] Loss=0.078483 | PDE=0.001049 | λ_pde=1.238e+00 | LR=5.00e-03
[2026-01-28 14:23:17][INFO] [Epoch 018] Loss=0.078325 | PDE=0.001235 | λ_pde=1.201e+00 | LR=5.00e-03
[2026-01-28 14:25:52][INFO] [Epoch 019] Loss=0.083875 | PDE=0.001869 | λ_pde=1.165e+00 | LR=5.00e-03
[2026-01-28 14:28:31][INFO] [Epoch 020] Loss=0.079126 | PDE=0.001516 | λ_pde=1.131e+00 | LR=5.00e-03
[2026-01-28 14:31:05][INFO] [Epoch 021] Loss=0.079272 | PDE=0.002673 | λ_pde=1.098e+00 | LR=5.00e-03
[2026-01-28 14:33:42][INFO] [Epoch 022] Loss=0.077199 | PDE=0.001809 | λ_pde=1.065e+00 | LR=5.00e-03
[2026-01-28 14:36:18][INFO] [Epoch 023] Loss=0.077033 | PDE=0.001012 | λ_pde=1.034e+00 | LR=5.00e-03
[2026-01-28 14:38:52][INFO] [Epoch 024] Loss=0.079714 | PDE=0.003586 | λ_pde=1.003e+00 | LR=5.00e-03
[2026-01-28 14:41:28][INFO] [Epoch 025] Loss=0.080051 | PDE=0.002910 | λ_pde=9.735e-01 | LR=5.00e-03
[2026-01-28 14:44:03][INFO] [Epoch 026] Loss=0.079231 | PDE=0.001126 | λ_pde=9.447e-01 | LR=5.00e-03
[2026-01-28 14:46:37][INFO] [Epoch 027] Loss=0.075895 | PDE=0.000882 | λ_pde=9.168e-01 | LR=5.00e-03
[2026-01-28 14:49:12][INFO] [Epoch 028] Loss=0.075672 | PDE=0.001534 | λ_pde=8.897e-01 | LR=5.00e-03
[2026-01-28 14:51:50][INFO] [Epoch 029] Loss=0.075254 | PDE=0.001176 | λ_pde=8.634e-01 | LR=5.00e-03
[2026-01-28 14:54:24][INFO] [Epoch 030] Loss=0.077479 | PDE=0.002842 | λ_pde=8.379e-01 | LR=5.00e-03
[2026-01-28 14:57:00][INFO] [Epoch 031] Loss=0.080870 | PDE=0.006049 | λ_pde=8.131e-01 | LR=5.00e-03
[2026-01-28 14:59:37][INFO] [Epoch 032] Loss=0.077023 | PDE=0.002161 | λ_pde=7.891e-01 | LR=5.00e-03
[2026-01-28 15:02:13][INFO] [Epoch 033] Loss=0.075508 | PDE=0.001022 | λ_pde=7.658e-01 | LR=5.00e-03
[2026-01-28 15:04:50][INFO] [Epoch 034] Loss=0.076469 | PDE=0.001187 | λ_pde=7.432e-01 | LR=5.00e-03
[2026-01-28 15:07:26][INFO] [Epoch 035] Loss=0.075236 | PDE=0.001722 | λ_pde=7.212e-01 | LR=5.00e-03
[2026-01-28 15:10:03][INFO] [Epoch 036] Loss=0.078007 | PDE=0.002068 | λ_pde=6.999e-01 | LR=5.00e-03
[2026-01-28 15:12:39][INFO] [Epoch 037] Loss=0.079549 | PDE=0.005658 | λ_pde=6.792e-01 | LR=5.00e-03
[2026-01-28 15:15:15][INFO] [Epoch 038] Loss=0.077139 | PDE=0.001951 | λ_pde=6.591e-01 | LR=5.00e-03
[2026-01-28 15:17:51][INFO] [Epoch 039] Loss=0.075201 | PDE=0.001331 | λ_pde=6.396e-01 | LR=5.00e-03
[2026-01-28 15:20:28][INFO] [Epoch 040] Loss=0.076289 | PDE=0.002725 | λ_pde=6.207e-01 | LR=5.00e-03
[2026-01-28 15:23:01][INFO] [Epoch 041] Loss=0.077758 | PDE=0.005340 | λ_pde=6.024e-01 | LR=5.00e-03
[2026-01-28 15:25:36][INFO] [Epoch 042] Loss=0.074395 | PDE=0.001200 | λ_pde=5.846e-01 | LR=5.00e-03
[2026-01-28 15:28:10][INFO] [Epoch 043] Loss=0.077080 | PDE=0.002541 | λ_pde=5.673e-01 | LR=5.00e-03
[2026-01-28 15:30:44][INFO] [Epoch 044] Loss=0.074233 | PDE=0.001411 | λ_pde=5.505e-01 | LR=5.00e-03
[2026-01-28 15:33:21][INFO] [Epoch 045] Loss=0.077092 | PDE=0.005355 | λ_pde=5.343e-01 | LR=5.00e-03
[2026-01-28 15:35:55][INFO] [Epoch 046] Loss=0.078139 | PDE=0.003546 | λ_pde=5.185e-01 | LR=5.00e-03
[2026-01-28 15:38:28][INFO] [Epoch 047] Loss=0.073982 | PDE=0.001376 | λ_pde=5.032e-01 | LR=5.00e-03
[2026-01-28 15:41:07][INFO] [Epoch 048] Loss=0.074358 | PDE=0.001640 | λ_pde=4.883e-01 | LR=5.00e-03
[2026-01-28 15:43:41][INFO] [Epoch 049] Loss=0.074648 | PDE=0.002312 | λ_pde=4.739e-01 | LR=5.00e-03
[2026-01-28 15:46:16][INFO] [Epoch 050] Loss=0.073981 | PDE=0.002289 | λ_pde=4.599e-01 | LR=5.00e-03
[2026-01-28 15:48:53][INFO] [Epoch 051] Loss=0.077261 | PDE=0.007520 | λ_pde=4.463e-01 | LR=5.00e-03
[2026-01-28 15:51:32][INFO] [Epoch 052] Loss=0.074141 | PDE=0.001817 | λ_pde=4.331e-01 | LR=5.00e-03
[2026-01-28 15:54:09][INFO] [Epoch 053] Loss=0.074421 | PDE=0.001762 | λ_pde=4.203e-01 | LR=5.00e-03
[2026-01-28 15:56:44][INFO] [Epoch 054] Loss=0.074923 | PDE=0.002492 | λ_pde=4.079e-01 | LR=5.00e-03
[2026-01-28 15:59:19][INFO] [Epoch 055] Loss=0.072849 | PDE=0.001782 | λ_pde=3.958e-01 | LR=2.50e-03
[2026-01-28 16:01:55][INFO] [Epoch 056] Loss=0.072497 | PDE=0.001459 | λ_pde=3.841e-01 | LR=2.50e-03
[2026-01-28 16:04:30][INFO] [Epoch 057] Loss=0.072252 | PDE=0.001574 | λ_pde=3.727e-01 | LR=2.50e-03
[2026-01-28 16:07:06][INFO] [Epoch 058] Loss=0.072295 | PDE=0.001769 | λ_pde=3.617e-01 | LR=2.50e-03
[2026-01-28 16:09:42][INFO] [Epoch 059] Loss=0.072277 | PDE=0.002332 | λ_pde=3.510e-01 | LR=2.50e-03
[2026-01-28 16:12:18][INFO] [Epoch 060] Loss=0.072300 | PDE=0.002064 | λ_pde=3.407e-01 | LR=2.50e-03
[2026-01-28 16:14:51][INFO] [Epoch 061] Loss=0.071887 | PDE=0.001941 | λ_pde=3.306e-01 | LR=2.50e-03
[2026-01-28 16:17:24][INFO] [Epoch 062] Loss=0.072126 | PDE=0.002351 | λ_pde=3.208e-01 | LR=2.50e-03
[2026-01-28 16:19:58][INFO] [Epoch 063] Loss=0.072783 | PDE=0.003863 | λ_pde=3.113e-01 | LR=2.50e-03
[2026-01-28 16:22:35][INFO] [Epoch 064] Loss=0.072110 | PDE=0.002726 | λ_pde=3.021e-01 | LR=2.50e-03
[2026-01-28 16:25:10][INFO] [Epoch 065] Loss=0.072538 | PDE=0.003945 | λ_pde=2.932e-01 | LR=2.50e-03
[2026-01-28 16:27:46][INFO] [Epoch 066] Loss=0.072193 | PDE=0.003947 | λ_pde=2.845e-01 | LR=2.50e-03
[2026-01-28 16:30:24][INFO] [Epoch 067] Loss=0.072074 | PDE=0.002838 | λ_pde=2.761e-01 | LR=2.50e-03
[2026-01-28 16:33:01][INFO] [Epoch 068] Loss=0.071764 | PDE=0.002821 | λ_pde=2.680e-01 | LR=2.50e-03
[2026-01-28 16:35:40][INFO] [Epoch 069] Loss=0.071665 | PDE=0.002914 | λ_pde=2.601e-01 | LR=2.50e-03
[2026-01-28 16:38:16][INFO] [Epoch 070] Loss=0.071631 | PDE=0.003443 | λ_pde=2.524e-01 | LR=2.50e-03
[2026-01-28 16:40:50][INFO] [Epoch 071] Loss=0.071458 | PDE=0.003451 | λ_pde=2.449e-01 | LR=2.50e-03
[2026-01-28 16:43:25][INFO] [Epoch 072] Loss=0.071253 | PDE=0.003452 | λ_pde=2.377e-01 | LR=2.50e-03
[2026-01-28 16:46:00][INFO] [Epoch 073] Loss=0.071299 | PDE=0.003817 | λ_pde=2.307e-01 | LR=2.50e-03
[2026-01-28 16:48:35][INFO] [Epoch 074] Loss=0.072014 | PDE=0.005705 | λ_pde=2.238e-01 | LR=2.50e-03
[2026-01-28 16:51:10][INFO] [Epoch 075] Loss=0.071655 | PDE=0.004291 | λ_pde=2.172e-01 | LR=2.50e-03
[2026-01-28 16:53:43][INFO] [Epoch 076] Loss=0.071266 | PDE=0.004276 | λ_pde=2.108e-01 | LR=2.50e-03
[2026-01-28 16:56:21][INFO] [Epoch 077] Loss=0.071795 | PDE=0.006347 | λ_pde=2.046e-01 | LR=2.50e-03
[2026-01-28 16:58:59][INFO] [Epoch 078] Loss=0.071189 | PDE=0.004475 | λ_pde=1.985e-01 | LR=2.50e-03
[2026-01-28 17:01:33][INFO] [Epoch 079] Loss=0.070838 | PDE=0.004374 | λ_pde=1.927e-01 | LR=2.50e-03
[2026-01-28 17:04:10][INFO] [Epoch 080] Loss=0.071500 | PDE=0.005362 | λ_pde=1.870e-01 | LR=2.50e-03
[2026-01-28 17:06:42][INFO] [Epoch 081] Loss=0.071056 | PDE=0.004840 | λ_pde=1.814e-01 | LR=2.50e-03
[2026-01-28 17:09:17][INFO] [Epoch 082] Loss=0.070523 | PDE=0.005057 | λ_pde=1.761e-01 | LR=2.50e-03
[2026-01-28 17:11:51][INFO] [Epoch 083] Loss=0.070645 | PDE=0.005189 | λ_pde=1.709e-01 | LR=2.50e-03
[2026-01-28 17:14:26][INFO] [Epoch 084] Loss=0.070627 | PDE=0.006007 | λ_pde=1.658e-01 | LR=2.50e-03
[2026-01-28 17:17:02][INFO] [Epoch 085] Loss=0.070411 | PDE=0.005313 | λ_pde=1.609e-01 | LR=2.50e-03
[2026-01-28 17:19:38][INFO] [Epoch 086] Loss=0.071145 | PDE=0.006542 | λ_pde=1.562e-01 | LR=2.50e-03
[2026-01-28 17:22:13][INFO] [Epoch 087] Loss=0.070242 | PDE=0.005845 | λ_pde=1.515e-01 | LR=2.50e-03
[2026-01-28 17:24:48][INFO] [Epoch 088] Loss=0.070605 | PDE=0.006705 | λ_pde=1.471e-01 | LR=2.50e-03
[2026-01-28 17:27:22][INFO] [Epoch 089] Loss=0.070780 | PDE=0.006867 | λ_pde=1.427e-01 | LR=2.50e-03
[2026-01-28 17:29:56][INFO] [Epoch 090] Loss=0.070232 | PDE=0.008207 | λ_pde=1.385e-01 | LR=2.50e-03
[2026-01-28 17:32:34][INFO] [Epoch 091] Loss=0.070585 | PDE=0.008879 | λ_pde=1.344e-01 | LR=2.50e-03
[2026-01-28 17:35:05][INFO] [Epoch 092] Loss=0.070913 | PDE=0.009196 | λ_pde=1.304e-01 | LR=2.50e-03
[2026-01-28 17:37:40][INFO] [Epoch 093] Loss=0.070111 | PDE=0.008891 | λ_pde=1.266e-01 | LR=2.50e-03
[2026-01-28 17:40:13][INFO] [Epoch 094] Loss=0.071082 | PDE=0.009707 | λ_pde=1.228e-01 | LR=2.50e-03
[2026-01-28 17:42:49][INFO] [Epoch 095] Loss=0.070624 | PDE=0.009488 | λ_pde=1.192e-01 | LR=2.50e-03
[2026-01-28 17:45:22][INFO] [Epoch 096] Loss=0.069679 | PDE=0.008589 | λ_pde=1.157e-01 | LR=2.50e-03
[2026-01-28 17:47:59][INFO] [Epoch 097] Loss=0.069929 | PDE=0.010227 | λ_pde=1.123e-01 | LR=2.50e-03
[2026-01-28 17:50:34][INFO] [Epoch 098] Loss=0.069582 | PDE=0.010400 | λ_pde=1.090e-01 | LR=2.50e-03
[2026-01-28 17:53:08][INFO] [Epoch 099] Loss=0.069449 | PDE=0.010841 | λ_pde=1.057e-01 | LR=2.50e-03
[2026-01-28 17:55:45][INFO] [Epoch 100] Loss=0.069231 | PDE=0.010410 | λ_pde=1.026e-01 | LR=2.50e-03
[2026-01-28 17:58:19][INFO] [Epoch 101] Loss=0.069460 | PDE=0.012272 | λ_pde=9.957e-02 | LR=2.50e-03
[2026-01-28 18:00:55][INFO] [Epoch 102] Loss=0.069556 | PDE=0.012904 | λ_pde=9.663e-02 | LR=2.50e-03
[2026-01-28 18:03:31][INFO] [Epoch 103] Loss=0.071383 | PDE=0.018834 | λ_pde=9.378e-02 | LR=2.50e-03
[2026-01-28 18:06:06][INFO] [Epoch 104] Loss=0.068885 | PDE=0.012108 | λ_pde=9.100e-02 | LR=2.50e-03
[2026-01-28 18:08:41][INFO] [Epoch 105] Loss=0.069242 | PDE=0.013630 | λ_pde=8.831e-02 | LR=2.50e-03
[2026-01-28 18:11:19][INFO] [Epoch 106] Loss=0.068985 | PDE=0.014034 | λ_pde=8.570e-02 | LR=2.50e-03
[2026-01-28 18:13:51][INFO] [Epoch 107] Loss=0.068866 | PDE=0.014340 | λ_pde=8.317e-02 | LR=2.50e-03
[2026-01-28 18:16:28][INFO] [Epoch 108] Loss=0.068875 | PDE=0.015997 | λ_pde=8.071e-02 | LR=2.50e-03
[2026-01-28 18:19:07][INFO] [Epoch 109] Loss=0.068815 | PDE=0.016285 | λ_pde=7.833e-02 | LR=2.50e-03
[2026-01-28 18:21:41][INFO] [Epoch 110] Loss=0.068643 | PDE=0.017254 | λ_pde=7.601e-02 | LR=2.50e-03
[2026-01-28 18:24:17][INFO] [Epoch 111] Loss=0.068488 | PDE=0.017532 | λ_pde=7.377e-02 | LR=2.50e-03
[2026-01-28 18:26:51][INFO] [Epoch 112] Loss=0.068270 | PDE=0.017811 | λ_pde=7.159e-02 | LR=2.50e-03
[2026-01-28 18:29:25][INFO] [Epoch 113] Loss=0.068936 | PDE=0.019962 | λ_pde=6.947e-02 | LR=2.50e-03
[2026-01-28 18:32:03][INFO] [Epoch 114] Loss=0.068702 | PDE=0.020635 | λ_pde=6.742e-02 | LR=2.50e-03
[2026-01-28 18:34:37][INFO] [Epoch 115] Loss=0.068425 | PDE=0.022460 | λ_pde=6.542e-02 | LR=2.50e-03
[2026-01-28 18:37:14][INFO] [Epoch 116] Loss=0.068253 | PDE=0.021461 | λ_pde=6.349e-02 | LR=2.50e-03
[2026-01-28 18:39:50][INFO] [Epoch 117] Loss=0.068077 | PDE=0.022184 | λ_pde=6.161e-02 | LR=2.50e-03
[2026-01-28 18:42:26][INFO] [Epoch 118] Loss=0.068167 | PDE=0.024664 | λ_pde=5.979e-02 | LR=2.50e-03
[2026-01-28 18:45:03][INFO] [Epoch 119] Loss=0.067959 | PDE=0.023986 | λ_pde=5.803e-02 | LR=2.50e-03
[2026-01-28 18:47:37][INFO] [Epoch 120] Loss=0.067700 | PDE=0.024434 | λ_pde=5.631e-02 | LR=2.50e-03
[2026-01-28 18:47:37][INFO] 训练结束，模型已保存至: /data/sda/zjc/comsol_pinn/checkpoints/M04b/exp04/M04b_pinn.pt
[2026-01-28 18:47:37][INFO] ========== 训练结束 ==========
