[2026-01-26 14:44:25][INFO] 日志文件创建于: /data/sda/zjc/comsol_pinn/logs/M03/exp04/train_20260126_144425_gpu4_pid3380312.log
[2026-01-26 14:44:25][INFO] 进程 PID: 3380312
[2026-01-26 14:44:25][INFO] ========== FCNN-Fourier 训练开始 ==========
[2026-01-26 14:44:25][INFO] 使用设备: cuda
[2026-01-26 14:44:25][INFO] 训练参数: {'epochs': 150, 'lr': 0.005, 'batch_cases': 10, 'points_per_case': 80000, 'num_workers': 8, 'device': 'cuda', 'log_dir': 'logs/M03/exp04', 'ckpt_dir': 'checkpoints/M03/exp04'}
[2026-01-26 14:44:25][INFO] 数据集大小: 141 cases
[2026-01-26 14:44:25][INFO] 每 case 采样点数: 80000
[2026-01-26 14:44:26][INFO] 模型结构:
SimplePINN(
  (net): Sequential(
    (0): Linear(in_features=7, out_features=128, bias=True)
    (1): SiLU()
    (2): Linear(in_features=128, out_features=128, bias=True)
    (3): SiLU()
    (4): Linear(in_features=128, out_features=1, bias=True)
  )
)
[2026-01-26 14:44:26][INFO] 优化器: AdamW, 初始 lr=0.005, 调度策略: ReduceLROnPlateau(factor=0.5, patience=10)
[2026-01-26 14:46:45][INFO] [Epoch 001] MSE Loss = 55556.494271 | LR = 5.00e-03
[2026-01-26 14:49:03][INFO] [Epoch 002] MSE Loss = 17966.205990 | LR = 5.00e-03
[2026-01-26 14:51:25][INFO] [Epoch 003] MSE Loss = 10898.396224 | LR = 5.00e-03
[2026-01-26 14:53:44][INFO] [Epoch 004] MSE Loss = 8144.506478 | LR = 5.00e-03
[2026-01-26 14:56:01][INFO] [Epoch 005] MSE Loss = 6710.510677 | LR = 5.00e-03
[2026-01-26 14:58:21][INFO] [Epoch 006] MSE Loss = 6365.610352 | LR = 5.00e-03
[2026-01-26 15:00:40][INFO] [Epoch 007] MSE Loss = 5554.118473 | LR = 5.00e-03
[2026-01-26 15:03:00][INFO] [Epoch 008] MSE Loss = 5746.996468 | LR = 5.00e-03
[2026-01-26 15:05:20][INFO] [Epoch 009] MSE Loss = 5579.647103 | LR = 5.00e-03
[2026-01-26 15:07:39][INFO] [Epoch 010] MSE Loss = 4670.758659 | LR = 5.00e-03
[2026-01-26 15:10:01][INFO] [Epoch 011] MSE Loss = 4817.414746 | LR = 5.00e-03
[2026-01-26 15:12:21][INFO] [Epoch 012] MSE Loss = 4757.875781 | LR = 5.00e-03
[2026-01-26 15:14:43][INFO] [Epoch 013] MSE Loss = 4098.890495 | LR = 5.00e-03
[2026-01-26 15:17:03][INFO] [Epoch 014] MSE Loss = 4058.304704 | LR = 5.00e-03
