[2026-01-26 14:44:25][INFO] 日志文件创建于: /data/sda/zjc/comsol_pinn/logs/M03/exp07/train_20260126_144425_gpu2_pid3380331.log
[2026-01-26 14:44:25][INFO] 进程 PID: 3380331
[2026-01-26 14:44:25][INFO] ========== FCNN-Fourier 训练开始 ==========
[2026-01-26 14:44:25][INFO] 使用设备: cuda
[2026-01-26 14:44:25][INFO] 训练参数: {'epochs': 150, 'lr': 0.005, 'batch_cases': 10, 'points_per_case': 300000, 'num_workers': 8, 'device': 'cuda', 'log_dir': 'logs/M03/exp07', 'ckpt_dir': 'checkpoints/M03/exp07'}
[2026-01-26 14:44:25][INFO] 数据集大小: 141 cases
[2026-01-26 14:44:25][INFO] 每 case 采样点数: 300000
[2026-01-26 14:44:26][INFO] 模型结构:
SimplePINN(
  (net): Sequential(
    (0): Linear(in_features=7, out_features=128, bias=True)
    (1): SiLU()
    (2): Linear(in_features=128, out_features=128, bias=True)
    (3): SiLU()
    (4): Linear(in_features=128, out_features=1, bias=True)
  )
)
[2026-01-26 14:44:26][INFO] 优化器: AdamW, 初始 lr=0.005, 调度策略: ReduceLROnPlateau(factor=0.5, patience=10)
[2026-01-26 14:46:45][INFO] [Epoch 001] MSE Loss = 57419.758464 | LR = 5.00e-03
[2026-01-26 14:49:06][INFO] [Epoch 002] MSE Loss = 18073.563542 | LR = 5.00e-03
[2026-01-26 14:51:28][INFO] [Epoch 003] MSE Loss = 11024.229622 | LR = 5.00e-03
[2026-01-26 14:53:47][INFO] [Epoch 004] MSE Loss = 7915.148340 | LR = 5.00e-03
[2026-01-26 14:56:09][INFO] [Epoch 005] MSE Loss = 6782.605534 | LR = 5.00e-03
[2026-01-26 14:58:32][INFO] [Epoch 006] MSE Loss = 6150.624023 | LR = 5.00e-03
[2026-01-26 15:00:52][INFO] [Epoch 007] MSE Loss = 5879.500391 | LR = 5.00e-03
[2026-01-26 15:03:14][INFO] [Epoch 008] MSE Loss = 5055.156510 | LR = 5.00e-03
[2026-01-26 15:05:36][INFO] [Epoch 009] MSE Loss = 5083.364388 | LR = 5.00e-03
[2026-01-26 15:07:57][INFO] [Epoch 010] MSE Loss = 4639.584245 | LR = 5.00e-03
[2026-01-26 15:10:17][INFO] [Epoch 011] MSE Loss = 4460.963509 | LR = 5.00e-03
[2026-01-26 15:12:38][INFO] [Epoch 012] MSE Loss = 3784.493701 | LR = 5.00e-03
[2026-01-26 15:15:01][INFO] [Epoch 013] MSE Loss = 3468.173690 | LR = 5.00e-03
[2026-01-26 15:17:18][INFO] [Epoch 014] MSE Loss = 3938.958325 | LR = 5.00e-03
[2026-01-26 15:19:40][INFO] [Epoch 015] MSE Loss = 3251.210286 | LR = 5.00e-03
[2026-01-26 15:21:59][INFO] [Epoch 016] MSE Loss = 2785.328833 | LR = 5.00e-03
[2026-01-26 15:24:20][INFO] [Epoch 017] MSE Loss = 3089.162801 | LR = 5.00e-03
[2026-01-26 15:26:42][INFO] [Epoch 018] MSE Loss = 2643.664193 | LR = 5.00e-03
[2026-01-26 15:29:04][INFO] [Epoch 019] MSE Loss = 2409.192936 | LR = 5.00e-03
[2026-01-26 15:31:26][INFO] [Epoch 020] MSE Loss = 2209.641878 | LR = 5.00e-03
[2026-01-26 15:33:47][INFO] [Epoch 021] MSE Loss = 2018.692952 | LR = 5.00e-03
[2026-01-26 15:36:08][INFO] [Epoch 022] MSE Loss = 1823.033655 | LR = 5.00e-03
[2026-01-26 15:38:27][INFO] [Epoch 023] MSE Loss = 1758.605265 | LR = 5.00e-03
