[2026-01-26 14:44:25][INFO] 日志文件创建于: /data/sda/zjc/comsol_pinn/logs/M03/exp03/train_20260126_144425_gpu3_pid3380303.log
[2026-01-26 14:44:25][INFO] 进程 PID: 3380303
[2026-01-26 14:44:25][INFO] ========== FCNN-Fourier 训练开始 ==========
[2026-01-26 14:44:25][INFO] 使用设备: cuda
[2026-01-26 14:44:25][INFO] 训练参数: {'epochs': 150, 'lr': 0.005, 'batch_cases': 10, 'points_per_case': 40000, 'num_workers': 8, 'device': 'cuda', 'log_dir': 'logs/M03/exp03', 'ckpt_dir': 'checkpoints/M03/exp03'}
[2026-01-26 14:44:25][INFO] 数据集大小: 141 cases
[2026-01-26 14:44:25][INFO] 每 case 采样点数: 40000
[2026-01-26 14:44:26][INFO] 模型结构:
SimplePINN(
  (net): Sequential(
    (0): Linear(in_features=7, out_features=128, bias=True)
    (1): SiLU()
    (2): Linear(in_features=128, out_features=128, bias=True)
    (3): SiLU()
    (4): Linear(in_features=128, out_features=1, bias=True)
  )
)
[2026-01-26 14:44:26][INFO] 优化器: AdamW, 初始 lr=0.005, 调度策略: ReduceLROnPlateau(factor=0.5, patience=10)
[2026-01-26 14:46:46][INFO] [Epoch 001] MSE Loss = 57603.423828 | LR = 5.00e-03
[2026-01-26 14:49:05][INFO] [Epoch 002] MSE Loss = 18135.009180 | LR = 5.00e-03
[2026-01-26 14:51:24][INFO] [Epoch 003] MSE Loss = 11165.334245 | LR = 5.00e-03
[2026-01-26 14:53:46][INFO] [Epoch 004] MSE Loss = 8211.530729 | LR = 5.00e-03
[2026-01-26 14:56:04][INFO] [Epoch 005] MSE Loss = 6707.752279 | LR = 5.00e-03
[2026-01-26 14:58:25][INFO] [Epoch 006] MSE Loss = 6358.166081 | LR = 5.00e-03
[2026-01-26 15:00:45][INFO] [Epoch 007] MSE Loss = 5707.668652 | LR = 5.00e-03
[2026-01-26 15:03:05][INFO] [Epoch 008] MSE Loss = 5537.964355 | LR = 5.00e-03
[2026-01-26 15:05:22][INFO] [Epoch 009] MSE Loss = 5113.420898 | LR = 5.00e-03
[2026-01-26 15:07:43][INFO] [Epoch 010] MSE Loss = 5243.766585 | LR = 5.00e-03
[2026-01-26 15:10:02][INFO] [Epoch 011] MSE Loss = 4655.919320 | LR = 5.00e-03
[2026-01-26 15:12:25][INFO] [Epoch 012] MSE Loss = 4340.914909 | LR = 5.00e-03
[2026-01-26 15:14:44][INFO] [Epoch 013] MSE Loss = 4253.951253 | LR = 5.00e-03
[2026-01-26 15:17:02][INFO] [Epoch 014] MSE Loss = 3800.625911 | LR = 5.00e-03
[2026-01-26 15:19:19][INFO] [Epoch 015] MSE Loss = 3894.515967 | LR = 5.00e-03
[2026-01-26 15:21:37][INFO] [Epoch 016] MSE Loss = 3586.386458 | LR = 5.00e-03
[2026-01-26 15:23:54][INFO] [Epoch 017] MSE Loss = 3268.075822 | LR = 5.00e-03
[2026-01-26 15:26:15][INFO] [Epoch 018] MSE Loss = 3034.976416 | LR = 5.00e-03
[2026-01-26 15:28:35][INFO] [Epoch 019] MSE Loss = 2757.071688 | LR = 5.00e-03
[2026-01-26 15:30:55][INFO] [Epoch 020] MSE Loss = 2823.810352 | LR = 5.00e-03
[2026-01-26 15:33:16][INFO] [Epoch 021] MSE Loss = 2519.627291 | LR = 5.00e-03
[2026-01-26 15:35:38][INFO] [Epoch 022] MSE Loss = 2294.473527 | LR = 5.00e-03
[2026-01-26 15:37:58][INFO] [Epoch 023] MSE Loss = 2032.126961 | LR = 5.00e-03
[2026-01-26 15:40:18][INFO] [Epoch 024] MSE Loss = 2244.280884 | LR = 5.00e-03
[2026-01-26 15:42:37][INFO] [Epoch 025] MSE Loss = 2208.141471 | LR = 5.00e-03
[2026-01-26 15:44:55][INFO] [Epoch 026] MSE Loss = 2395.349691 | LR = 5.00e-03
[2026-01-26 15:47:15][INFO] [Epoch 027] MSE Loss = 1774.550399 | LR = 5.00e-03
[2026-01-26 15:49:34][INFO] [Epoch 028] MSE Loss = 1600.892171 | LR = 5.00e-03
[2026-01-26 15:51:52][INFO] [Epoch 029] MSE Loss = 1606.489042 | LR = 5.00e-03
[2026-01-26 15:54:09][INFO] [Epoch 030] MSE Loss = 1683.293579 | LR = 5.00e-03
[2026-01-26 15:56:30][INFO] [Epoch 031] MSE Loss = 1213.154964 | LR = 5.00e-03
[2026-01-26 15:58:52][INFO] [Epoch 032] MSE Loss = 1393.333004 | LR = 5.00e-03
[2026-01-26 16:01:11][INFO] [Epoch 033] MSE Loss = 1562.312830 | LR = 5.00e-03
[2026-01-26 16:03:30][INFO] [Epoch 034] MSE Loss = 1017.861959 | LR = 5.00e-03
[2026-01-26 16:05:48][INFO] [Epoch 035] MSE Loss = 1097.802848 | LR = 5.00e-03
[2026-01-26 16:08:07][INFO] [Epoch 036] MSE Loss = 931.073519 | LR = 5.00e-03
[2026-01-26 16:10:27][INFO] [Epoch 037] MSE Loss = 751.746490 | LR = 5.00e-03
[2026-01-26 16:12:46][INFO] [Epoch 038] MSE Loss = 662.305509 | LR = 5.00e-03
[2026-01-26 16:15:04][INFO] [Epoch 039] MSE Loss = 668.372723 | LR = 5.00e-03
[2026-01-26 16:17:25][INFO] [Epoch 040] MSE Loss = 601.092155 | LR = 5.00e-03
[2026-01-26 16:19:46][INFO] [Epoch 041] MSE Loss = 805.316465 | LR = 5.00e-03
[2026-01-26 16:22:06][INFO] [Epoch 042] MSE Loss = 541.260435 | LR = 5.00e-03
[2026-01-26 16:24:27][INFO] [Epoch 043] MSE Loss = 708.740987 | LR = 5.00e-03
[2026-01-26 16:26:47][INFO] [Epoch 044] MSE Loss = 510.064181 | LR = 5.00e-03
[2026-01-26 16:29:08][INFO] [Epoch 045] MSE Loss = 667.411568 | LR = 5.00e-03
[2026-01-26 16:31:33][INFO] [Epoch 046] MSE Loss = 507.650625 | LR = 5.00e-03
[2026-01-26 16:33:54][INFO] [Epoch 047] MSE Loss = 401.162301 | LR = 5.00e-03
[2026-01-26 16:36:14][INFO] [Epoch 048] MSE Loss = 271.147058 | LR = 5.00e-03
[2026-01-26 16:38:35][INFO] [Epoch 049] MSE Loss = 354.709805 | LR = 5.00e-03
[2026-01-26 16:40:55][INFO] [Epoch 050] MSE Loss = 269.789654 | LR = 5.00e-03
[2026-01-26 16:43:18][INFO] [Epoch 051] MSE Loss = 219.969446 | LR = 5.00e-03
[2026-01-26 16:45:41][INFO] [Epoch 052] MSE Loss = 202.095983 | LR = 5.00e-03
[2026-01-26 16:48:03][INFO] [Epoch 053] MSE Loss = 193.273254 | LR = 5.00e-03
[2026-01-26 16:50:23][INFO] [Epoch 054] MSE Loss = 180.478808 | LR = 5.00e-03
[2026-01-26 16:52:44][INFO] [Epoch 055] MSE Loss = 187.542380 | LR = 5.00e-03
[2026-01-26 16:55:06][INFO] [Epoch 056] MSE Loss = 160.112702 | LR = 5.00e-03
[2026-01-26 16:57:24][INFO] [Epoch 057] MSE Loss = 141.960671 | LR = 5.00e-03
[2026-01-26 16:59:42][INFO] [Epoch 058] MSE Loss = 137.858029 | LR = 5.00e-03
[2026-01-26 17:02:02][INFO] [Epoch 059] MSE Loss = 140.705267 | LR = 5.00e-03
[2026-01-26 17:04:18][INFO] [Epoch 060] MSE Loss = 136.417560 | LR = 5.00e-03
[2026-01-26 17:06:34][INFO] [Epoch 061] MSE Loss = 141.017705 | LR = 5.00e-03
[2026-01-26 17:08:52][INFO] [Epoch 062] MSE Loss = 143.298161 | LR = 5.00e-03
[2026-01-26 17:11:12][INFO] [Epoch 063] MSE Loss = 131.519537 | LR = 5.00e-03
[2026-01-26 17:13:32][INFO] [Epoch 064] MSE Loss = 120.017343 | LR = 5.00e-03
[2026-01-26 17:15:48][INFO] [Epoch 065] MSE Loss = 125.922085 | LR = 5.00e-03
[2026-01-26 17:18:04][INFO] [Epoch 066] MSE Loss = 133.627722 | LR = 5.00e-03
[2026-01-26 17:20:24][INFO] [Epoch 067] MSE Loss = 122.432810 | LR = 5.00e-03
[2026-01-26 17:22:45][INFO] [Epoch 068] MSE Loss = 113.477469 | LR = 5.00e-03
[2026-01-26 17:25:01][INFO] [Epoch 069] MSE Loss = 112.429413 | LR = 5.00e-03
[2026-01-26 17:27:19][INFO] [Epoch 070] MSE Loss = 111.814029 | LR = 5.00e-03
[2026-01-26 17:29:40][INFO] [Epoch 071] MSE Loss = 114.951653 | LR = 5.00e-03
[2026-01-26 17:31:57][INFO] [Epoch 072] MSE Loss = 108.931693 | LR = 5.00e-03
[2026-01-26 17:34:15][INFO] [Epoch 073] MSE Loss = 104.921606 | LR = 5.00e-03
[2026-01-26 17:36:35][INFO] [Epoch 074] MSE Loss = 106.858606 | LR = 5.00e-03
[2026-01-26 17:38:53][INFO] [Epoch 075] MSE Loss = 106.454056 | LR = 5.00e-03
[2026-01-26 17:41:07][INFO] [Epoch 076] MSE Loss = 110.012579 | LR = 5.00e-03
[2026-01-26 17:43:27][INFO] [Epoch 077] MSE Loss = 102.075807 | LR = 5.00e-03
[2026-01-26 17:45:43][INFO] [Epoch 078] MSE Loss = 100.950558 | LR = 5.00e-03
[2026-01-26 17:48:03][INFO] [Epoch 079] MSE Loss = 98.911875 | LR = 5.00e-03
[2026-01-26 17:50:23][INFO] [Epoch 080] MSE Loss = 98.485173 | LR = 5.00e-03
[2026-01-26 17:53:10][INFO] [Epoch 081] MSE Loss = 97.735534 | LR = 5.00e-03
[2026-01-26 17:56:02][INFO] [Epoch 082] MSE Loss = 97.716539 | LR = 5.00e-03
[2026-01-26 17:58:19][INFO] [Epoch 083] MSE Loss = 102.618535 | LR = 5.00e-03
[2026-01-26 18:00:38][INFO] [Epoch 084] MSE Loss = 97.055237 | LR = 5.00e-03
[2026-01-26 18:02:51][INFO] [Epoch 085] MSE Loss = 94.039882 | LR = 5.00e-03
[2026-01-26 18:05:12][INFO] [Epoch 086] MSE Loss = 94.747107 | LR = 5.00e-03
[2026-01-26 18:07:31][INFO] [Epoch 087] MSE Loss = 98.359092 | LR = 5.00e-03
[2026-01-26 18:09:56][INFO] [Epoch 088] MSE Loss = 93.443447 | LR = 5.00e-03
[2026-01-26 18:12:16][INFO] [Epoch 089] MSE Loss = 94.319652 | LR = 5.00e-03
[2026-01-26 18:14:39][INFO] [Epoch 090] MSE Loss = 95.614082 | LR = 5.00e-03
[2026-01-26 18:17:03][INFO] [Epoch 091] MSE Loss = 99.591818 | LR = 5.00e-03
[2026-01-26 18:20:25][INFO] [Epoch 092] MSE Loss = 91.892421 | LR = 5.00e-03
[2026-01-26 18:24:56][INFO] [Epoch 093] MSE Loss = 97.604639 | LR = 5.00e-03
[2026-01-26 18:29:23][INFO] [Epoch 094] MSE Loss = 95.248626 | LR = 5.00e-03
[2026-01-26 18:33:49][INFO] [Epoch 095] MSE Loss = 92.904078 | LR = 5.00e-03
[2026-01-26 18:38:16][INFO] [Epoch 096] MSE Loss = 95.417923 | LR = 5.00e-03
[2026-01-26 18:42:43][INFO] [Epoch 097] MSE Loss = 96.358690 | LR = 5.00e-03
[2026-01-26 18:47:04][INFO] [Epoch 098] MSE Loss = 93.555162 | LR = 5.00e-03
[2026-01-26 18:51:30][INFO] [Epoch 099] MSE Loss = 93.076778 | LR = 5.00e-03
[2026-01-26 18:55:52][INFO] [Epoch 100] MSE Loss = 87.355796 | LR = 5.00e-03
[2026-01-26 19:00:17][INFO] [Epoch 101] MSE Loss = 85.842066 | LR = 5.00e-03
[2026-01-26 19:04:44][INFO] [Epoch 102] MSE Loss = 87.089457 | LR = 5.00e-03
[2026-01-26 19:09:04][INFO] [Epoch 103] MSE Loss = 89.543411 | LR = 5.00e-03
[2026-01-26 19:13:30][INFO] [Epoch 104] MSE Loss = 87.839924 | LR = 5.00e-03
[2026-01-26 19:17:54][INFO] [Epoch 105] MSE Loss = 90.133984 | LR = 5.00e-03
[2026-01-26 19:22:22][INFO] [Epoch 106] MSE Loss = 88.213139 | LR = 5.00e-03
[2026-01-26 19:26:47][INFO] [Epoch 107] MSE Loss = 86.171832 | LR = 5.00e-03
[2026-01-26 19:31:11][INFO] [Epoch 108] MSE Loss = 84.447210 | LR = 5.00e-03
[2026-01-26 19:35:32][INFO] [Epoch 109] MSE Loss = 83.271782 | LR = 5.00e-03
[2026-01-26 19:39:54][INFO] [Epoch 110] MSE Loss = 90.786480 | LR = 5.00e-03
[2026-01-26 19:44:22][INFO] [Epoch 111] MSE Loss = 89.270780 | LR = 5.00e-03
[2026-01-26 19:48:47][INFO] [Epoch 112] MSE Loss = 88.353730 | LR = 5.00e-03
[2026-01-26 19:53:12][INFO] [Epoch 113] MSE Loss = 83.532570 | LR = 5.00e-03
[2026-01-26 19:57:34][INFO] [Epoch 114] MSE Loss = 90.107610 | LR = 5.00e-03
[2026-01-26 20:02:00][INFO] [Epoch 115] MSE Loss = 82.550149 | LR = 5.00e-03
[2026-01-26 20:06:24][INFO] [Epoch 116] MSE Loss = 85.874290 | LR = 5.00e-03
[2026-01-26 20:10:50][INFO] [Epoch 117] MSE Loss = 87.408044 | LR = 5.00e-03
[2026-01-26 20:15:12][INFO] [Epoch 118] MSE Loss = 81.829679 | LR = 5.00e-03
[2026-01-26 20:19:32][INFO] [Epoch 119] MSE Loss = 78.883801 | LR = 5.00e-03
[2026-01-26 20:23:54][INFO] [Epoch 120] MSE Loss = 84.129018 | LR = 5.00e-03
[2026-01-26 20:28:19][INFO] [Epoch 121] MSE Loss = 89.318850 | LR = 5.00e-03
[2026-01-26 20:32:40][INFO] [Epoch 122] MSE Loss = 80.965402 | LR = 5.00e-03
[2026-01-26 20:37:07][INFO] [Epoch 123] MSE Loss = 79.119364 | LR = 5.00e-03
[2026-01-26 20:41:34][INFO] [Epoch 124] MSE Loss = 83.884417 | LR = 5.00e-03
[2026-01-26 20:45:59][INFO] [Epoch 125] MSE Loss = 85.791787 | LR = 5.00e-03
[2026-01-26 20:50:26][INFO] [Epoch 126] MSE Loss = 87.722131 | LR = 5.00e-03
[2026-01-26 20:54:45][INFO] [Epoch 127] MSE Loss = 93.630264 | LR = 5.00e-03
[2026-01-26 20:59:07][INFO] [Epoch 128] MSE Loss = 89.105837 | LR = 5.00e-03
[2026-01-26 21:03:31][INFO] [Epoch 129] MSE Loss = 77.775427 | LR = 2.50e-03
[2026-01-26 21:07:57][INFO] [Epoch 130] MSE Loss = 81.311270 | LR = 2.50e-03
[2026-01-26 21:12:21][INFO] [Epoch 131] MSE Loss = 78.124810 | LR = 2.50e-03
[2026-01-26 21:16:45][INFO] [Epoch 132] MSE Loss = 77.217745 | LR = 2.50e-03
[2026-01-26 21:21:12][INFO] [Epoch 133] MSE Loss = 77.270180 | LR = 2.50e-03
[2026-01-26 21:25:36][INFO] [Epoch 134] MSE Loss = 78.559337 | LR = 2.50e-03
[2026-01-26 21:30:03][INFO] [Epoch 135] MSE Loss = 74.946847 | LR = 2.50e-03
[2026-01-26 21:34:31][INFO] [Epoch 136] MSE Loss = 78.186184 | LR = 2.50e-03
[2026-01-26 21:38:57][INFO] [Epoch 137] MSE Loss = 74.587567 | LR = 2.50e-03
[2026-01-26 21:43:20][INFO] [Epoch 138] MSE Loss = 74.496810 | LR = 2.50e-03
[2026-01-26 21:47:45][INFO] [Epoch 139] MSE Loss = 72.654078 | LR = 2.50e-03
[2026-01-26 21:52:08][INFO] [Epoch 140] MSE Loss = 73.526165 | LR = 2.50e-03
[2026-01-26 21:56:31][INFO] [Epoch 141] MSE Loss = 74.832856 | LR = 2.50e-03
[2026-01-26 22:00:54][INFO] [Epoch 142] MSE Loss = 73.042508 | LR = 2.50e-03
[2026-01-26 22:05:17][INFO] [Epoch 143] MSE Loss = 76.741439 | LR = 2.50e-03
[2026-01-26 22:09:41][INFO] [Epoch 144] MSE Loss = 72.177124 | LR = 2.50e-03
[2026-01-26 22:14:07][INFO] [Epoch 145] MSE Loss = 72.998100 | LR = 2.50e-03
[2026-01-26 22:18:35][INFO] [Epoch 146] MSE Loss = 73.602621 | LR = 2.50e-03
[2026-01-26 22:22:58][INFO] [Epoch 147] MSE Loss = 72.018042 | LR = 2.50e-03
[2026-01-26 22:27:25][INFO] [Epoch 148] MSE Loss = 72.412852 | LR = 2.50e-03
[2026-01-26 22:31:45][INFO] [Epoch 149] MSE Loss = 70.891341 | LR = 2.50e-03
