[2026-01-26 14:44:25][INFO] 日志文件创建于: /data/sda/zjc/comsol_pinn/logs/M03/exp02/train_20260126_144425_gpu2_pid3380296.log
[2026-01-26 14:44:25][INFO] 进程 PID: 3380296
[2026-01-26 14:44:25][INFO] ========== FCNN-Fourier 训练开始 ==========
[2026-01-26 14:44:25][INFO] 使用设备: cuda
[2026-01-26 14:44:25][INFO] 训练参数: {'epochs': 150, 'lr': 0.005, 'batch_cases': 10, 'points_per_case': 20000, 'num_workers': 8, 'device': 'cuda', 'log_dir': 'logs/M03/exp02', 'ckpt_dir': 'checkpoints/M03/exp02'}
[2026-01-26 14:44:25][INFO] 数据集大小: 141 cases
[2026-01-26 14:44:25][INFO] 每 case 采样点数: 20000
[2026-01-26 14:44:26][INFO] 模型结构:
SimplePINN(
  (net): Sequential(
    (0): Linear(in_features=7, out_features=128, bias=True)
    (1): SiLU()
    (2): Linear(in_features=128, out_features=128, bias=True)
    (3): SiLU()
    (4): Linear(in_features=128, out_features=1, bias=True)
  )
)
[2026-01-26 14:44:26][INFO] 优化器: AdamW, 初始 lr=0.005, 调度策略: ReduceLROnPlateau(factor=0.5, patience=10)
[2026-01-26 14:46:46][INFO] [Epoch 001] MSE Loss = 59481.091016 | LR = 5.00e-03
[2026-01-26 14:49:03][INFO] [Epoch 002] MSE Loss = 18422.161003 | LR = 5.00e-03
[2026-01-26 14:51:23][INFO] [Epoch 003] MSE Loss = 11638.143685 | LR = 5.00e-03
[2026-01-26 14:53:40][INFO] [Epoch 004] MSE Loss = 8812.112826 | LR = 5.00e-03
[2026-01-26 14:55:54][INFO] [Epoch 005] MSE Loss = 6952.247396 | LR = 5.00e-03
[2026-01-26 14:58:14][INFO] [Epoch 006] MSE Loss = 6636.964160 | LR = 5.00e-03
[2026-01-26 15:00:31][INFO] [Epoch 007] MSE Loss = 5631.789111 | LR = 5.00e-03
[2026-01-26 15:02:51][INFO] [Epoch 008] MSE Loss = 5507.708154 | LR = 5.00e-03
[2026-01-26 15:05:10][INFO] [Epoch 009] MSE Loss = 5547.884863 | LR = 5.00e-03
[2026-01-26 15:07:28][INFO] [Epoch 010] MSE Loss = 4934.588737 | LR = 5.00e-03
[2026-01-26 15:09:45][INFO] [Epoch 011] MSE Loss = 4948.411279 | LR = 5.00e-03
[2026-01-26 15:12:03][INFO] [Epoch 012] MSE Loss = 5106.103320 | LR = 5.00e-03
[2026-01-26 15:14:19][INFO] [Epoch 013] MSE Loss = 4782.731689 | LR = 5.00e-03
[2026-01-26 15:16:39][INFO] [Epoch 014] MSE Loss = 4496.190706 | LR = 5.00e-03
[2026-01-26 15:19:00][INFO] [Epoch 015] MSE Loss = 4147.443066 | LR = 5.00e-03
[2026-01-26 15:21:18][INFO] [Epoch 016] MSE Loss = 3876.861426 | LR = 5.00e-03
[2026-01-26 15:23:40][INFO] [Epoch 017] MSE Loss = 3599.296468 | LR = 5.00e-03
[2026-01-26 15:25:55][INFO] [Epoch 018] MSE Loss = 3376.991309 | LR = 5.00e-03
[2026-01-26 15:28:11][INFO] [Epoch 019] MSE Loss = 3023.495825 | LR = 5.00e-03
[2026-01-26 15:30:32][INFO] [Epoch 020] MSE Loss = 3216.231429 | LR = 5.00e-03
[2026-01-26 15:32:52][INFO] [Epoch 021] MSE Loss = 2965.601799 | LR = 5.00e-03
[2026-01-26 15:35:09][INFO] [Epoch 022] MSE Loss = 2584.544401 | LR = 5.00e-03
[2026-01-26 15:37:26][INFO] [Epoch 023] MSE Loss = 2416.119092 | LR = 5.00e-03
[2026-01-26 15:39:46][INFO] [Epoch 024] MSE Loss = 2251.169718 | LR = 5.00e-03
[2026-01-26 15:42:05][INFO] [Epoch 025] MSE Loss = 2482.367102 | LR = 5.00e-03
[2026-01-26 15:44:24][INFO] [Epoch 026] MSE Loss = 2274.157096 | LR = 5.00e-03
[2026-01-26 15:46:43][INFO] [Epoch 027] MSE Loss = 2040.316260 | LR = 5.00e-03
[2026-01-26 15:48:59][INFO] [Epoch 028] MSE Loss = 1819.852763 | LR = 5.00e-03
[2026-01-26 15:51:18][INFO] [Epoch 029] MSE Loss = 1752.541479 | LR = 5.00e-03
[2026-01-26 15:53:35][INFO] [Epoch 030] MSE Loss = 1948.651021 | LR = 5.00e-03
[2026-01-26 15:55:53][INFO] [Epoch 031] MSE Loss = 1721.296729 | LR = 5.00e-03
[2026-01-26 15:58:09][INFO] [Epoch 032] MSE Loss = 2124.101457 | LR = 5.00e-03
[2026-01-26 16:00:29][INFO] [Epoch 033] MSE Loss = 1722.413082 | LR = 5.00e-03
[2026-01-26 16:02:44][INFO] [Epoch 034] MSE Loss = 1361.735807 | LR = 5.00e-03
[2026-01-26 16:05:03][INFO] [Epoch 035] MSE Loss = 1128.984302 | LR = 5.00e-03
[2026-01-26 16:07:24][INFO] [Epoch 036] MSE Loss = 1153.311198 | LR = 5.00e-03
[2026-01-26 16:09:38][INFO] [Epoch 037] MSE Loss = 1017.154378 | LR = 5.00e-03
[2026-01-26 16:11:59][INFO] [Epoch 038] MSE Loss = 1042.453158 | LR = 5.00e-03
[2026-01-26 16:14:17][INFO] [Epoch 039] MSE Loss = 951.606600 | LR = 5.00e-03
[2026-01-26 16:16:35][INFO] [Epoch 040] MSE Loss = 802.738078 | LR = 5.00e-03
[2026-01-26 16:18:57][INFO] [Epoch 041] MSE Loss = 780.570542 | LR = 5.00e-03
[2026-01-26 16:21:15][INFO] [Epoch 042] MSE Loss = 805.216807 | LR = 5.00e-03
[2026-01-26 16:23:34][INFO] [Epoch 043] MSE Loss = 637.896143 | LR = 5.00e-03
[2026-01-26 16:25:55][INFO] [Epoch 044] MSE Loss = 572.975393 | LR = 5.00e-03
[2026-01-26 16:28:18][INFO] [Epoch 045] MSE Loss = 554.500633 | LR = 5.00e-03
[2026-01-26 16:30:38][INFO] [Epoch 046] MSE Loss = 707.135738 | LR = 5.00e-03
[2026-01-26 16:32:57][INFO] [Epoch 047] MSE Loss = 447.269681 | LR = 5.00e-03
[2026-01-26 16:35:17][INFO] [Epoch 048] MSE Loss = 537.812661 | LR = 5.00e-03
[2026-01-26 16:37:36][INFO] [Epoch 049] MSE Loss = 378.909507 | LR = 5.00e-03
[2026-01-26 16:39:59][INFO] [Epoch 050] MSE Loss = 310.452487 | LR = 5.00e-03
[2026-01-26 16:42:20][INFO] [Epoch 051] MSE Loss = 316.375846 | LR = 5.00e-03
[2026-01-26 16:44:41][INFO] [Epoch 052] MSE Loss = 300.077190 | LR = 5.00e-03
[2026-01-26 16:47:01][INFO] [Epoch 053] MSE Loss = 274.140688 | LR = 5.00e-03
[2026-01-26 16:49:21][INFO] [Epoch 054] MSE Loss = 250.474208 | LR = 5.00e-03
[2026-01-26 16:51:37][INFO] [Epoch 055] MSE Loss = 233.196869 | LR = 5.00e-03
