[2026-01-26 18:18:22][INFO] 日志文件创建于: /data/sda/zjc/comsol_pinn/logs/M04/exp02/train_20260126_181822_gpu2_pid3585854.log
[2026-01-26 18:18:22][INFO] 进程 PID: 3585854
[2026-01-26 18:18:22][INFO] ========== PINN 训练开始 ==========
[2026-01-26 18:18:22][INFO] 物理项权重 λ_pde = 0.2
[2026-01-26 18:18:22][INFO] 使用设备: cuda
[2026-01-26 18:18:22][INFO] 训练参数: {'lambda_pde': 0.2, 'epochs': 120, 'lr': 0.005, 'batch_cases': 1, 'points_per_case': 600000, 'num_workers': 8, 'device': 'cuda', 'log_dir': 'logs/M04/exp02', 'ckpt_dir': 'checkpoints/M04/exp02'}
[2026-01-26 18:18:22][INFO] 数据集大小: 141 cases
[2026-01-26 18:18:22][INFO] 每 case 采样点数: 600000
[2026-01-26 18:18:26][INFO] 模型结构:
SimplePINN(
  (net): Sequential(
    (0): Linear(in_features=7, out_features=128, bias=True)
    (1): SiLU()
    (2): Linear(in_features=128, out_features=128, bias=True)
    (3): SiLU()
    (4): Linear(in_features=128, out_features=1, bias=True)
  )
)
[2026-01-26 18:18:26][INFO] 优化器: AdamW, 初始 lr=0.005, 调度策略: ReduceLROnPlateau(factor=0.5, patience=10)
[2026-01-26 18:22:37][INFO] [Epoch 001] MSE Loss = 19846.393369 | PDE LOSS = 13.521315 |  LR = 5.00e-03
[2026-01-26 19:43:49][INFO] [Epoch 021] MSE Loss = 333.194223 | PDE LOSS = 59.526363 |  LR = 5.00e-03
[2026-01-26 19:47:54][INFO] [Epoch 022] MSE Loss = 325.393592 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 19:51:58][INFO] [Epoch 023] MSE Loss = 343.633971 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 19:56:09][INFO] [Epoch 024] MSE Loss = 339.829887 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 20:00:12][INFO] [Epoch 025] MSE Loss = 320.401017 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 20:04:16][INFO] [Epoch 026] MSE Loss = 321.069411 | PDE LOSS = 74.923607 |  LR = 5.00e-03
[2026-01-26 20:08:15][INFO] [Epoch 027] MSE Loss = 322.244638 | PDE LOSS = 70.475723 |  LR = 5.00e-03
[2026-01-26 20:12:21][INFO] [Epoch 028] MSE Loss = 320.350775 | PDE LOSS = 67.379875 |  LR = 5.00e-03
[2026-01-26 20:16:24][INFO] [Epoch 029] MSE Loss = 332.745578 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 20:20:28][INFO] [Epoch 030] MSE Loss = 387.895299 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 20:24:31][INFO] [Epoch 031] MSE Loss = 360.317044 | PDE LOSS = 67.151321 |  LR = 5.00e-03
[2026-01-26 20:28:36][INFO] [Epoch 032] MSE Loss = 324.318234 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 20:32:39][INFO] [Epoch 033] MSE Loss = 309.385144 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 20:36:41][INFO] [Epoch 034] MSE Loss = 306.520539 | PDE LOSS = 84.424538 |  LR = 5.00e-03
[2026-01-26 20:40:44][INFO] [Epoch 035] MSE Loss = 309.053129 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 20:44:48][INFO] [Epoch 036] MSE Loss = 314.458901 | PDE LOSS = 46.127426 |  LR = 5.00e-03
[2026-01-26 20:48:51][INFO] [Epoch 037] MSE Loss = 307.691030 | PDE LOSS = 40.132687 |  LR = 5.00e-03
[2026-01-26 20:52:50][INFO] [Epoch 038] MSE Loss = 306.789972 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 20:56:56][INFO] [Epoch 039] MSE Loss = 306.790057 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 21:00:55][INFO] [Epoch 040] MSE Loss = 302.924109 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 21:05:01][INFO] [Epoch 041] MSE Loss = 299.089894 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 21:09:06][INFO] [Epoch 042] MSE Loss = 312.750032 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 21:13:13][INFO] [Epoch 043] MSE Loss = 318.260828 | PDE LOSS = 96.850105 |  LR = 5.00e-03
[2026-01-26 21:17:19][INFO] [Epoch 044] MSE Loss = 325.714956 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 21:21:22][INFO] [Epoch 045] MSE Loss = 313.685742 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 21:25:22][INFO] [Epoch 046] MSE Loss = 344.457057 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 21:29:33][INFO] [Epoch 047] MSE Loss = 298.514334 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 21:33:42][INFO] [Epoch 048] MSE Loss = 292.065285 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 21:37:45][INFO] [Epoch 049] MSE Loss = 290.180539 | PDE LOSS = 86.006668 |  LR = 5.00e-03
[2026-01-26 21:41:46][INFO] [Epoch 050] MSE Loss = 305.856011 | PDE LOSS = 104.491920 |  LR = 5.00e-03
[2026-01-26 21:45:48][INFO] [Epoch 051] MSE Loss = 305.385060 | PDE LOSS = 46.894306 |  LR = 5.00e-03
[2026-01-26 21:49:52][INFO] [Epoch 052] MSE Loss = 292.319057 | PDE LOSS = 37.986599 |  LR = 5.00e-03
[2026-01-26 21:53:55][INFO] [Epoch 053] MSE Loss = 403.297009 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 21:58:00][INFO] [Epoch 054] MSE Loss = 431.033388 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 22:02:04][INFO] [Epoch 055] MSE Loss = 290.988733 | PDE LOSS = 86.231010 |  LR = 5.00e-03
[2026-01-26 22:06:07][INFO] [Epoch 056] MSE Loss = 288.447831 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 22:10:11][INFO] [Epoch 057] MSE Loss = 287.587819 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 22:14:16][INFO] [Epoch 058] MSE Loss = 289.491850 | PDE LOSS = 75.541046 |  LR = 5.00e-03
[2026-01-26 22:18:17][INFO] [Epoch 059] MSE Loss = 289.529311 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 22:22:20][INFO] [Epoch 060] MSE Loss = 289.634096 | PDE LOSS = 40.325138 |  LR = 5.00e-03
[2026-01-26 22:26:28][INFO] [Epoch 061] MSE Loss = 290.656596 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 22:30:29][INFO] [Epoch 062] MSE Loss = 291.520269 | PDE LOSS = 94.646439 |  LR = 5.00e-03
[2026-01-26 22:34:17][INFO] [Epoch 063] MSE Loss = 286.209793 | PDE LOSS = 75.915771 |  LR = 5.00e-03
[2026-01-26 22:37:33][INFO] [Epoch 064] MSE Loss = 285.177329 | PDE LOSS = 34.446640 |  LR = 5.00e-03
[2026-01-26 22:40:22][INFO] [Epoch 065] MSE Loss = 286.192305 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 22:42:43][INFO] [Epoch 066] MSE Loss = 303.894736 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 22:44:45][INFO] [Epoch 067] MSE Loss = 285.957354 | PDE LOSS = 22.637121 |  LR = 5.00e-03
[2026-01-26 22:46:43][INFO] [Epoch 068] MSE Loss = 370.478911 | PDE LOSS = 47.426414 |  LR = 5.00e-03
[2026-01-26 22:48:42][INFO] [Epoch 069] MSE Loss = 288.046392 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 22:50:38][INFO] [Epoch 070] MSE Loss = 284.109562 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 22:52:32][INFO] [Epoch 071] MSE Loss = 284.219993 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 22:54:29][INFO] [Epoch 072] MSE Loss = 319.464385 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 22:56:25][INFO] [Epoch 073] MSE Loss = 340.625933 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 22:58:21][INFO] [Epoch 074] MSE Loss = 287.258126 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 23:00:18][INFO] [Epoch 075] MSE Loss = 282.165165 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 23:02:10][INFO] [Epoch 076] MSE Loss = 284.917508 | PDE LOSS = 71.275681 |  LR = 5.00e-03
[2026-01-26 23:04:07][INFO] [Epoch 077] MSE Loss = 281.460697 | PDE LOSS = 86.339020 |  LR = 5.00e-03
[2026-01-26 23:06:00][INFO] [Epoch 078] MSE Loss = 280.057428 | PDE LOSS = 74.104202 |  LR = 5.00e-03
[2026-01-26 23:07:58][INFO] [Epoch 079] MSE Loss = 299.444876 | PDE LOSS = 61.154606 |  LR = 5.00e-03
[2026-01-26 23:09:54][INFO] [Epoch 080] MSE Loss = 292.090292 | PDE LOSS = 77.737701 |  LR = 5.00e-03
[2026-01-26 23:11:46][INFO] [Epoch 081] MSE Loss = 279.609489 | PDE LOSS = 23.650789 |  LR = 5.00e-03
[2026-01-26 23:13:46][INFO] [Epoch 082] MSE Loss = 311.193163 | PDE LOSS = 126.467476 |  LR = 5.00e-03
[2026-01-26 23:15:38][INFO] [Epoch 083] MSE Loss = 343.055267 | PDE LOSS = 64.635567 |  LR = 5.00e-03
[2026-01-26 23:17:37][INFO] [Epoch 084] MSE Loss = 303.872138 | PDE LOSS = 52.855209 |  LR = 5.00e-03
[2026-01-26 23:19:34][INFO] [Epoch 085] MSE Loss = 283.856690 | PDE LOSS = 22.184210 |  LR = 5.00e-03
[2026-01-26 23:21:34][INFO] [Epoch 086] MSE Loss = 278.840888 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 23:23:30][INFO] [Epoch 087] MSE Loss = 281.368270 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 23:25:30][INFO] [Epoch 088] MSE Loss = 292.189134 | PDE LOSS = 135.987717 |  LR = 5.00e-03
[2026-01-26 23:27:28][INFO] [Epoch 089] MSE Loss = 416.657844 | PDE LOSS = 40.864754 |  LR = 5.00e-03
[2026-01-26 23:29:27][INFO] [Epoch 090] MSE Loss = 301.984341 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 23:31:25][INFO] [Epoch 091] MSE Loss = 280.063164 | PDE LOSS = 27.042810 |  LR = 5.00e-03
[2026-01-26 23:33:22][INFO] [Epoch 092] MSE Loss = 278.758618 | PDE LOSS = 41.639900 |  LR = 5.00e-03
[2026-01-26 23:35:17][INFO] [Epoch 093] MSE Loss = 276.876673 | PDE LOSS = 22.502937 |  LR = 5.00e-03
[2026-01-26 23:37:14][INFO] [Epoch 094] MSE Loss = 275.527613 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 23:39:12][INFO] [Epoch 095] MSE Loss = 279.023691 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 23:41:13][INFO] [Epoch 096] MSE Loss = 284.459142 | PDE LOSS = 39.879555 |  LR = 5.00e-03
[2026-01-26 23:43:12][INFO] [Epoch 097] MSE Loss = 325.817301 | PDE LOSS = 22.837168 |  LR = 5.00e-03
[2026-01-26 23:45:08][INFO] [Epoch 098] MSE Loss = 280.586678 | PDE LOSS = 63.393799 |  LR = 5.00e-03
[2026-01-26 23:47:04][INFO] [Epoch 099] MSE Loss = 280.404757 | PDE LOSS = 89.968880 |  LR = 5.00e-03
[2026-01-26 23:48:57][INFO] [Epoch 100] MSE Loss = 278.684624 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 23:50:55][INFO] [Epoch 101] MSE Loss = 342.075457 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 23:52:51][INFO] [Epoch 102] MSE Loss = 294.811547 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 23:54:48][INFO] [Epoch 103] MSE Loss = 275.573324 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 23:56:44][INFO] [Epoch 104] MSE Loss = 272.724572 | PDE LOSS = 44.840199 |  LR = 2.50e-03
[2026-01-26 23:58:41][INFO] [Epoch 105] MSE Loss = 272.251562 | PDE LOSS = 0.000000 |  LR = 2.50e-03
[2026-01-27 00:00:35][INFO] [Epoch 106] MSE Loss = 271.685586 | PDE LOSS = 0.000000 |  LR = 2.50e-03
[2026-01-27 00:02:33][INFO] [Epoch 107] MSE Loss = 271.107750 | PDE LOSS = 23.968985 |  LR = 2.50e-03
[2026-01-27 00:04:30][INFO] [Epoch 108] MSE Loss = 270.780655 | PDE LOSS = 0.000000 |  LR = 2.50e-03
[2026-01-27 00:06:30][INFO] [Epoch 109] MSE Loss = 270.235866 | PDE LOSS = 0.000000 |  LR = 2.50e-03
[2026-01-27 00:08:28][INFO] [Epoch 110] MSE Loss = 269.882670 | PDE LOSS = 67.347824 |  LR = 2.50e-03
[2026-01-27 00:10:25][INFO] [Epoch 111] MSE Loss = 273.085835 | PDE LOSS = 26.215813 |  LR = 2.50e-03
[2026-01-27 00:12:17][INFO] [Epoch 112] MSE Loss = 269.818521 | PDE LOSS = 0.000000 |  LR = 2.50e-03
[2026-01-27 00:14:18][INFO] [Epoch 113] MSE Loss = 269.327620 | PDE LOSS = 22.076096 |  LR = 2.50e-03
[2026-01-27 00:16:13][INFO] [Epoch 114] MSE Loss = 268.510151 | PDE LOSS = 25.671637 |  LR = 2.50e-03
[2026-01-27 00:18:14][INFO] [Epoch 115] MSE Loss = 270.720794 | PDE LOSS = 0.000000 |  LR = 2.50e-03
[2026-01-27 00:20:12][INFO] [Epoch 116] MSE Loss = 273.969584 | PDE LOSS = 28.307053 |  LR = 2.50e-03
[2026-01-27 00:22:12][INFO] [Epoch 117] MSE Loss = 278.702446 | PDE LOSS = 101.596672 |  LR = 2.50e-03
[2026-01-27 00:24:09][INFO] [Epoch 118] MSE Loss = 289.094683 | PDE LOSS = 107.584084 |  LR = 2.50e-03
[2026-01-27 00:26:07][INFO] [Epoch 119] MSE Loss = 270.126066 | PDE LOSS = 27.479240 |  LR = 2.50e-03
[2026-01-27 00:27:35][INFO] [Epoch 120] MSE Loss = 265.555636 | PDE LOSS = 0.000000 |  LR = 2.50e-03
[2026-01-27 00:27:35][INFO] 训练结束，模型已保存至: /data/sda/zjc/comsol_pinn/checkpoints/M04/exp02/M04_pinn.pt
[2026-01-27 00:27:35][INFO] ========== 训练结束 ==========
